text,label,text_length
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. joke,0,142
"ya, told..she was asking wats matter?",0,37
hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! hope to see you soon love and kisses xxx,0,129
yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed,0,129
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!,1,163
"idc get over here, you are not weaseling your way out of this shit twice in a row",0,81
she's fine. good to hear from you. how are you my dear? happy new year oh.,0,74
"thursday night? yeah, sure thing, we'll work it out then",0,56
ujhhhhhhh computer shipped out with address to sandiago and parantella lane. wtf. poop.,0,87
ok anyway no need to change with what you said,0,46
u in town alone?,0,16
"ya ok, then had dinner?",0,23
"did i forget to tell you ? i want you , i need you, i crave you ... but most of all ... i love you my sweet arabian steed ... mmmmmm ... yummy",0,142
the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0,106
i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed.,0,110
should i be stalking u?,0,23
or i go home first lar ü wait 4 me lor.. i put down my stuff first..,0,68
don know..wait i will check it.,0,31
the basket's gettin full so i might be by tonight,0,49
as in different styles?,0,23
"oh right, ok. i'll make sure that i do loads of work during the day! got a really nasty cough today and is dry n shot so that should really help it!",0,148
k come to nordstrom when you're done,0,36
also maaaan are you missing out,0,31
someone has conacted our dating service and entered your phone because they fancy you!to find out who it is call from landline 09111030116. pobox12n146tf15,1,155
babe? you said 2 hours and it's been almost 4 ... is your internet down ?,0,73
hi darlin its kate are u up for doin somethin tonight? im going to a pub called the swan or something with my parents for one drink so phone me if u can,0,152
good evening! how are you?,0,26
"""yeh i am def up4 something sat,just got payed2day & i havbeen given a£50 pay rise 4my work & havebeen made preschoolco-ordinator 2i am feelingood luv""",0,151
i don't want you to leave. but i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,116
they will pick up and drop in car.so no problem..,0,49
"hello darling how are you today? i would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,130
you sure your neighbors didnt pick it up,0,40
ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt,1,159
do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,148
i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,155
urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001295 from land line. claim a21. valid 12hrs only,1,157
yes. that will be fine. love you. be safe.,0,42
when you guys planning on coming over?,0,38
"oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!",0,127
me n him so funny...,0,20
pls call me da. what happen.,0,28
alright. i'm out--have a good night!,0,36
now am free call me pa.,0,23
oh...i asked for fun. haha...take care. ü,0,41
thats cool. i want to please you...,0,35
for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..,0,910
yes watching footie but worried we're going to blow it - phil neville?,0,70
they don't put that stuff on the roads to keep it from getting slippery over there?,0,83
hey tmr meet at bugis 930 ?,0,27
oh ok no prob..,0,15
no da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0,102
lol well don't do it without me. we could have a big sale together.,0,67
no. i dont want to hear anything,0,32
"""er, enjoyin indians at the mo..yep. sall good hehe ;> hows bout u shexy? pete xx""",0,82
i can ask around but there's not a lot in terms of mids up here,0,63
hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love pete xx,0,84
he like not v shock leh. cos telling shuhui is like telling leona also. like dat almost all know liao. he got ask me abt ur reaction lor.,0,137
are there ta jobs available? let me know please cos i really need to start working,0,82
so is th gower mate which is where i am!?! how r u man? all is good in wales ill b back morrow. c u this wk? who was the msg 4?  random!,0,138
"night night, see you tomorrow",0,29
hope you are having a great new semester. do wish you the very best. you are made for greatness.,0,96
urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702893. acl03530150pm,1,150
you lifted my hopes with the offer of money. i am in need. especially when the end of the month approaches and it hurts my studying. anyways have a gr8 weekend,0,159
i am great princess! what are you thinking about me? :),0,55
i'm going 2 orchard now laready me reaching soon. u reaching?,0,61
645,0,3
i wan but too early lei... me outside now wun b home so early... neva mind then...,0,82
2marrow only. wed at &lt;#&gt; to 2 aha.,0,40
u wan 2 haf lunch i'm in da canteen now.,0,40
"oh, my love, it's soooo good to hear from you. omg i missed you so much today. i'm sorry your having problems with the provider but thank you for tming me",0,154
no de.am seeing in online shop so that i asked.,0,47
infact happy new year. how are you where are you when are we seeing,0,67
speaking of does he have any cash yet?,0,38
"aight will do, thanks again for comin out",0,41
and miss vday the parachute and double coins??? u must not know me very well...,0,79
8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed 08701417012 profit 2 charity,1,165
"hi, my love! how goes that day? fuck, this morning i woke and dropped my cell on the way down the stairs but it seems alright ... *phews* i miss you !",0,150
then why no one talking to me,0,29
we are supposed to meet to discuss abt our trip... thought xuhui told you? in the afternoon. thought we can go for lesson after that,0,132
hi my darlin im on my way to london and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,158
free entry into our £250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk,1,106
oh yeah i forgot. u can only take 2 out shopping at once.,0,57
it certainly puts things into perspective when something like this happens,0,74
"fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0,157
"yep, at derek's house now, see you sunday &lt;3",0,47
private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call 08715203685 identifier code:4xx26 expires 13/10/04,1,133
did u turn on the heater? the heater was on and set to &lt;#&gt; degrees.,0,73
"we are hoping to get away by 7, from langport. you still up for town tonight?",0,77
at 7 we will go ok na.,0,22
if i get there before you after your ten billion calls and texts so help me god,0,79
hello boytoy ! geeee ... i'm missing you today. i like to send you a tm and remind you i'm thinking of you ... and you are loved ... *loving kiss*,0,146
as a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,1,141
i'll let you know when it kicks in,0,34
having lunch:)you are not in online?why?,0,40
i have to take exam with march 3,0,32
nothing will ever be easy. but don't be looking for a reason not to take a risk on life and love,0,96
r u sure they'll understand that! wine * good idea just had a slurp!,0,68
oh is it! which brand?,0,22
dear got bus directly to calicut,0,32
sorry dude. dont know how i forgot. even after dan reminded me. sorry. hope you guys had fun.,0,93
"shit that is really shocking and scary, cant imagine for a second. def up for night out. do u think there is somewhere i could crash for night, save on taxi?",0,157
"yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",0,160
